,path,category
577,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_72,theft
578,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_73,theft
579,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_74,theft
580,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_75,theft
581,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_76,theft
582,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_77,theft
583,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_78,theft
584,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_79,theft
585,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_8,theft
586,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_80,theft
587,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_81,theft
588,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_82,theft
589,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_83,theft
590,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_84,theft
591,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_85,theft
592,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_86,theft
593,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_87,theft
594,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_88,theft
595,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_89,theft
596,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_9,theft
597,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_90,theft
598,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_91,theft
599,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_92,theft
600,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_93,theft
601,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_94,theft
602,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_95,theft
603,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_96,theft
604,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_97,theft
605,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_98,theft
606,C:\Development\Code\JupyterProjects\MLBuzz22\Crime Dataset\train\theft\video_99,theft
